"Coste relativo" "Ingresos" "Tiempo de espera" "tipo"
1.96327070417045 1.48377646687384 1221 "auto"
2.33877628897567 0.878786935224057 914 "auto"
1.48048911618637 1.37054070917039 968 "auto"
1.78901633690619 1.52142514796514 633 "auto"
1.43808343671912 1.53391793165606 1040 "auto"
2.20085492059654 1.26695786028739 722 "auto"
2.29025864469696 1.38872194715773 790 "auto"
1.85603008924279 0.984105085184513 1338 "auto"
2.24646914134807 1.4176104266988 1771 "auto"
1.75220024388363 1.76960304518019 1452 "auto"
1.55348397215516 0.753569494695824 1284 "auto"
1.69723047343413 1.50460519745312 711 "auto"
1.96984467729468 1.46794907835864 686 "auto"
2.10684569295666 0.788108640654876 415 "auto"
1.90980944589047 1.32859612285409 936 "auto"
1.77279787738287 1.28540168548768 1304 "auto"
1.72965098391564 0.831467653868185 832 "auto"
1.62875345446773 1.18326590087738 1199 "auto"
1.63626562249674 1.97980332516508 909 "auto"
2.74453970931548 0.975605174320832 1308 "auto"
1.85936644468449 0.983636347368002 1218 "auto"
1.91014627432627 0.950914843431381 733 "auto"
1.77532262685568 1.43113418633558 1048 "auto"
2.50209307826088 1.23965151965088 1166 "auto"
2.26522881131457 1.14375489735728 865 "auto"
1.6877342866237 1.31412805214728 1311 "auto"
1.46672478956225 1.74208992423763 1089 "auto"
2.25336682676969 0.662515855016844 862 "auto"
2.2140201129901 1.60284279494025 286 "auto"
2.24700879083485 1.39216290411036 612 "auto"
1.38330147161137 0.784687690758797 994 "auto"
2.04317170936536 1.54227176372456 1062 "auto"
2.38358588422493 1.5167790837773 1271 "auto"
1.95028155642253 1.60227238846487 914 "auto"
1.91458576374456 1.14016632830663 1060 "auto"
1.8823638625586 0.981466321647004 770 "auto"
2.90532023334269 1.18587219940255 809 "auto"
2.15283914466326 0.860500568099352 1512 "auto"
2.44223935079521 0.804455657854452 1325 "auto"
1.9020574655053 0.916698105885344 510 "auto"
1.93888849042675 0.862753307656837 1030 "auto"
1.95793469926432 1.18672810723104 1126 "auto"
2.36523031495497 0.820335774377826 665 "auto"
2.52830280937762 1.30073291322921 1283 "auto"
1.91560043152403 1.33035910879634 726 "auto"
2.05344309209658 0.818460981217449 1150 "auto"
2.09501343522894 1.33490185499849 986 "auto"
1.98900832014543 1.6750526811358 1534 "auto"
2.10570889307796 0.761376710729822 762 "auto"
1.70280087969596 1.76705690428517 1194 "auto"
2.61970629050488 0.752089838707987 345 "auto"
1.36822664758942 1.07005536543607 1006 "auto"
2.02795505002062 1.1732612143329 958 "auto"
2.1093074368413 1.36983743796947 1006 "auto"
1.44304110498844 1.33688944269673 1278 "auto"
1.79490949542495 0.876293398430549 902 "auto"
1.89073924202481 1.3625378710671 1168 "auto"
1.95325042679559 1.22032692800206 836 "auto"
1.05913762445872 1.6764229739926 1074 "auto"
1.61279062143539 1.29140105797255 593 "auto"
1.04766777942432 1.5363526361545 1170 "auto"
2.5852055673897 1.07970043020238 640 "auto"
1.77215927378715 1.08698582525466 1285 "auto"
2.59662301257757 1.1171972069676 253 "auto"
1.22236137371689 1.07658353502994 1401 "auto"
2.29817681988837 1.45762320641434 956 "auto"
1.80336634902018 1.60863305262511 475 "auto"
1.96994321666169 0.829995818759706 704 "auto"
1.8005299534348 0.972829058181988 1022 "auto"
2.10905641730271 0.7730984951575 1080 "auto"
2.3222538715068 1.28929520259136 659 "auto"
0.613921207568423 1.34949801998662 1138 "auto"
2.00934031073967 1.15172897430013 1404 "auto"
1.87672125391869 1.42941159398798 1036 "auto"
1.59681484362806 1.41688191945448 910 "auto"
1.88622219133957 1.01805773457467 664 "auto"
1.98609453458903 1.44834233902765 859 "auto"
1.36678990253014 0.874984879512285 894 "auto"
0.912568613336522 1.62817277431874 1252 "auto"
2.13023184650147 1.32440646199784 914 "auto"
2.02744719093744 1.32461489983599 496 "auto"
2.03612242357776 1.35778834526319 1096 "auto"
1.46839211962715 1.46058249493867 848 "auto"
2.67015814925458 1.06934140015851 1028 "auto"
1.67386889254137 1.02604324518433 893 "auto"
2.20062027821269 1.1294760245556 1269 "auto"
1.60412781480047 1.53438383824159 1048 "auto"
1.60630331693996 1.05759662513384 1413 "auto"
2.20044418079254 1.63929856035826 1217 "auto"
1.82021807451663 1.26050744580399 1084 "auto"
2.12213410532394 0.911333181236639 944 "auto"
2.21715064858423 1.13971715558003 1278 "auto"
1.84454634683859 1.55946671573449 1460 "auto"
2.6478299026081 0.647098154183948 1432 "auto"
2.81387679910115 1.15912777367605 1065 "auto"
1.57107921103688 1.56485719147101 724 "auto"
2.06795772258326 0.85728949901346 959 "auto"
2.30422936911994 1.08696341196345 1012 "auto"
2.58394111142986 0.556511038037785 1067 "auto"
1.86364300410518 1.36898856951762 1615 "auto"
2.31219534759712 0.722953719643795 889 "auto"
1.32896763219467 1.54564308319956 583 "auto"
1.99647107384437 1.2190096334391 714 "auto"
2.53834424577203 0.939227611929168 691 "auto"
1.38145043640502 1.74111295803775 1254 "auto"
1.84825022705272 0.800943129540595 784 "auto"
2.64163767638037 1.14463827900477 838 "auto"
2.11933493340091 0.977757377183606 1094 "auto"
2.1539735807864 1.41618251303493 744 "auto"
1.74841534307414 1.07469493607282 1312 "auto"
1.94185105869963 1.48860108188499 662 "auto"
2.46733585715481 0.887910683389345 1123 "auto"
1.08927243139132 2.28523742435522 1077 "auto"
2.11450105829543 1.50749603434514 811 "auto"
1.751441547195 1.2658061125 886 "auto"
2.10823507232669 1.87659873478641 783 "auto"
1.80409461553404 1.32681427983793 1325 "auto"
1.95247905429541 1.00521408860623 718 "auto"
2.64213615173474 1.49591586440377 683 "auto"
1.54638802883177 0.550871756615831 1247 "auto"
1.92092033311719 0.688148338832247 1092 "auto"
1.40988903343105 1.35950897812795 1004 "auto"
1.77735528105257 2.06674880088562 1345 "auto"
2.03084756251064 1.17018117866274 942 "auto"
1.99104986703022 1.73855130276201 938 "auto"
1.97327087369399 0.845841053668573 1074 "auto"
2.40711203450244 0.595332600982469 657 "auto"
2.18604420643627 1.52344361740131 1271 "auto"
2.38431358997952 0.96309741758919 1236 "auto"
1.82590046684842 1.75979371284717 597 "auto"
2.27866791194475 1.05143867227115 1187 "auto"
1.70018920931537 1.95452526072915 1236 "auto"
1.74749651989671 1.17351056922652 725 "auto"
2.49615549790444 1.3750226817645 919 "auto"
1.94924158068207 1.4926396649249 703 "auto"
1.72456563811648 2.03105017250543 771 "auto"
1.96821377606081 1.42836851744944 1168 "auto"
1.81124857719774 1.28708437030018 650 "auto"
1.99676806267404 1.11168788654031 1407 "auto"
2.02620508971293 1.04156103973912 1239 "auto"
1.80663947649831 1.50364418960336 637 "auto"
1.92539414791007 0.979056510907533 1347 "auto"
1.72200136357217 1.00945305073471 374 "auto"
2.40193106906689 0.931604601258134 553 "auto"
1.86311295714192 0.987651749061288 791 "auto"
2.0800949802438 1.37075869930027 1194 "auto"
1.4012797958807 1.27672297470533 1217 "auto"
1.74081872493486 1.83009768358224 1222 "auto"
2.83802245131456 0.77075021006921 1070 "auto"
1.66385223731755 1.26492849615171 412 "auto"
1.40230936858871 1.86220911353939 669 "auto"
2.56478289997698 1.30745398488488 1129 "auto"
1.85918323778868 1.65099996590137 363 "auto"
1.89154243934161 1.4134242880222 718 "auto"
1.3823058687014 2.09569733617658 890 "auto"
2.82575838662509 0.536188612595188 1026 "auto"
2.38943928763617 0.776075113703314 1616 "auto"
1.79349593237999 1.49303224627625 541 "auto"
1.73939536270409 1.1556908624218 1286 "auto"
2.32413953922461 1.97323165419734 1144 "auto"
1.64737146429714 0.997907307071931 604 "auto"
1.63414654065147 1.11340418897041 403 "auto"
2.11261323300063 1.6321931116914 577 "auto"
1.83350805925673 1.18497738250527 751 "auto"
2.36157456129717 1.04176615008618 471 "auto"
2.29159799371544 1.42075215019508 1041 "auto"
2.25047382290072 0.815638095062223 973 "auto"
2.29061962378576 0.894095598020273 1510 "auto"
2.30287342182643 1.37053864159389 1054 "auto"
2.26129215739115 1.07669016546933 295 "auto"
1.81023588733433 1.30834130076894 624 "auto"
2.55186947290494 1.22461010518243 962 "auto"
1.93096724110017 1.81475037145062 1160 "auto"
1.69151717806803 1.73959031433779 862 "auto"
2.12775329211731 0.972876028985231 1074 "auto"
2.03027411755511 0.490944165818541 968 "auto"
2.1402260510376 1.35315086118759 329 "auto"
2.38619618177476 1.2025848472857 958 "auto"
2.33144557589027 1.18570434805204 1139 "auto"
1.67675264831802 2.09486752388799 1246 "auto"
1.96230596097711 0.838939384297214 861 "auto"
1.56669056387521 1.63709924948471 592 "auto"
2.03946074989446 0.917311928066906 1196 "auto"
1.46801503413131 1.56400762796562 692 "auto"
1.55618947702687 1.19996594239431 1272 "auto"
1.79135104021756 1.34135629883503 1116 "auto"
1.43046579800756 1.61138860640333 916 "auto"
2.12121514166257 0.757084190563583 573 "auto"
0.912443425476164 2.02770433274373 817 "auto"
1.86910359661455 1.60002635543368 876 "auto"
1.63699430156683 1.76549931883537 759 "auto"
1.99481766014369 0.825309075328848 1370 "auto"
1.47648529029161 1.43773543936062 380 "auto"
1.8316787432454 1.61446170616629 1365 "auto"
2.40330852562751 0.917031743963566 1143 "auto"
1.65852790072511 1.68902882824698 1241 "auto"
1.84839058513716 1.80620188953325 570 "auto"
2.22323855165238 0.60322525091572 910 "auto"
1.36333515229188 1.43099790869827 1019 "auto"
2.43624924133455 1.27313424494523 577 "auto"
2.18736694863074 1.1186455752649 983 "auto"
2.35092023020465 1.44154985461357 899 "auto"
1.44941478478248 1.31347816280677 1304 "auto"
2.51557819934242 0.738600034751795 340 "auto"
2.66199669797362 0.991098648412746 796 "auto"
2.32531514117197 1.15301525742336 656 "auto"
1.53799804370874 1.18319207213459 668 "auto"
1.76293907207786 1.35429389609818 1239 "auto"
1.60046895416496 1.20853847550564 705 "auto"
2.49869608392152 0.955459278859146 779 "auto"
2.06692313842891 1.31563301344698 919 "auto"
2.12131563987878 1.31799575113257 1445 "auto"
2.39922565799644 0.751458926157342 1321 "auto"
2.0156614583447 0.929591472421551 856 "auto"
1.76981487107414 0.948850653090167 935 "auto"
1.97207441269015 1.42233282908028 964 "auto"
2.6117683269273 1.54073687618852 1154 "auto"
1.93062227510437 1.20056420369724 1015 "auto"
1.76821906948128 0.924189829101778 795 "auto"
2.13836176369103 0.835855256677391 822 "auto"
1.80243181189955 1.17149796034554 684 "auto"
2.25734090815663 0.87354821489145 976 "auto"
1.3833518166409 1.33045628527736 1114 "auto"
1.26163951510883 1.8092721679448 1229 "auto"
1.83181335565284 1.03843179423533 784 "auto"
2.0500921521315 1.20831915106488 1078 "auto"
2.24351140912796 1.87186642302224 1588 "auto"
1.85517797937042 1.23480558728796 879 "auto"
2.29567193518394 1.14992515378018 777 "auto"
0.888714993295003 2.58146062732564 756 "bus"
1.26489256213294 1.48797889945729 1017 "bus"
1.45148105372114 1.40355786649954 904 "bus"
0.883490217128366 1.7349700761866 915 "bus"
1.11445735703143 1.43712905354001 1143 "bus"
1.39219396708411 1.86535434868406 293 "bus"
1.29159680634276 1.9193165742958 1015 "bus"
1.46091888903822 1.84628553111208 556 "bus"
0.514006196392026 2.7386994197333 410 "bus"
1.2720753884037 0.993706178734857 1098 "bus"
1.30063964076838 2.08100082254786 850 "bus"
1.75988349219537 1.74416387431324 1341 "bus"
0.813155314509947 2.60350231558954 623 "bus"
1.08028992570057 2.41321215657175 926 "bus"
0.85415505982261 2.2129082042902 358 "bus"
1.31058935125478 1.83766970860843 774 "bus"
1.24868439599297 2.17915229089669 579 "bus"
1.56473230482802 1.29126506662658 404 "bus"
1.50274834708474 1.8543342601566 767 "bus"
0.920980407614597 2.18788125609233 208 "bus"
1.24214422950397 2.08681835515786 1173 "bus"
1.25966171337311 1.69833227408924 161 "bus"
0.934976103127103 1.80275754802552 579 "bus"
1.09633604369462 1.9434962647031 891 "bus"
1.34786832415776 2.26552634381162 397 "bus"
1.32820787414201 2.18869369271561 854 "bus"
1.09205407474248 2.0875056032051 411 "bus"
1.7416742945105 1.19132466044895 947 "bus"
1.82770589336242 1.94586739992746 476 "bus"
1.34381945991276 1.81858399526193 780 "bus"
1.28576631450797 1.59594658277657 550 "bus"
1.01706596863784 1.94357855038337 1132 "bus"
1.67323257364901 1.69718019466039 838 "bus"
1.83199358378945 1.59637773918118 715 "bus"
1.13544723850312 1.83300847873847 738 "bus"
1.45339894077207 1.58285682980533 1 "bus"
0.824615038948407 2.19559042682976 972 "bus"
1.85128310990758 1.48974915543359 939 "bus"
1.35490594779468 1.53074867976107 925 "bus"
0.842885228898212 1.89333735490261 853 "bus"
1.37585637480439 1.69231968938596 1086 "bus"
1.89528311013951 0.853871002242865 639 "bus"
0.984282999093301 2.06763548848939 879 "bus"
1.57587441931388 2.0077149928143 664 "bus"
0.552651410922004 1.96242881258009 1170 "bus"
0.962140515768542 2.1259893419103 1258 "bus"
1.5818325485932 1.23796003971078 745 "bus"
1.19685198532986 1.55718092191182 1397 "bus"
0.710582027262717 1.90090459421505 1404 "bus"
1.39176755916827 2.13342245123531 569 "bus"
1.0571639943533 2.20855521454838 1009 "bus"
1.58243419495878 1.12796241242617 1086 "bus"
1.17328087704626 1.34908637122254 957 "bus"
1.81579034203321 1.63503782697872 991 "bus"
1.442985494417 1.7537153297 1233 "bus"
1.45959722627097 1.29025717297346 476 "bus"
1.34087889380379 2.08631951186268 437 "bus"
1.63585552277046 1.28223823732616 849 "bus"
1.68120686171901 1.89184064298369 1245 "bus"
1.05029506629365 2.23162910288262 1511 "bus"
1.18705292882761 2.57642882941876 806 "bus"
1.18141343628609 1.19885882055997 511 "bus"
1.50424363538162 2.13798031971128 1258 "bus"
1.23998186345826 1.81039167771302 792 "bus"
1.56076364939227 1.90437977465705 178 "bus"
1.53117790556548 2.27277724754889 423 "bus"
0.211089841977279 2.36143885015923 785 "bus"
1.52510175879855 1.71824670514371 648 "bus"
1.12908641678774 1.67230722791894 544 "bus"
1.47426647658854 2.06056797571065 550 "bus"
1.01281932701699 1.72084292844834 980 "bus"
1.83935952335095 1.46117252256229 1468 "bus"
1.01301035384476 1.87470522894026 924 "bus"
0.776252634263112 1.29396233225835 81 "bus"
1.69200236144828 1.30416564130429 1230 "bus"
0.904834259029778 1.96870513205436 643 "bus"
1.36665173666379 1.35800764731697 908 "bus"
0.430937605609316 2.29821308850015 312 "bus"
1.73717255551226 1.52422702424162 1128 "bus"
1.51569050678423 1.66742423032351 711 "bus"
1.87586002469706 1.54552372082844 570 "bus"
1.45934799401185 1.6174418382184 868 "bus"
1.17176485541883 1.74099073129783 588 "bus"
1.28789231712794 1.39909756940564 246 "bus"
1.55309755790497 1.40380543809395 943 "bus"
1.17483103801777 1.68255666811328 729 "bus"
1.54995083319215 2.01566575915832 1085 "bus"
1.51259497456682 1.5112556508796 754 "bus"
1.00440628874264 2.54175710672542 617 "bus"
1.23773011000074 2.01944450242662 1351 "bus"
1.34228580097375 2.27905906325024 931 "bus"
1.59756005679913 1.5715975970696 844 "bus"
1.70076837482987 1.60401534610303 826 "bus"
1.4023199832675 1.47664279051015 481 "bus"
1.44019482129628 1.97369473733523 932 "bus"
1.06137329930734 2.26501029849607 467 "bus"
1.75144718362972 1.70322713640953 930 "bus"
1.37234027416981 1.9629653153159 615 "bus"
2.08422643080632 1.06868327240492 1128 "bus"
1.15132994734606 2.0991259947389 901 "bus"
1.26353753810615 1.7630357387093 783 "bus"
1.316659307862 1.55621555087509 670 "bus"
1.55785942961397 1.64568189343136 703 "bus"
1.36967247283678 1.53418156531356 670 "bus"
1.47241099133098 1.98058810493146 1081 "bus"
1.22327585783492 1.86257849585082 1073 "bus"
1.35242286968289 1.44942717644859 404 "bus"
1.32478894248402 1.61018318537038 939 "bus"
1.41394365351643 1.97955795602355 871 "bus"
1.34938444144939 2.29394496697534 1277 "bus"
1.37639367908358 1.68226018523374 931 "bus"
0.821463147021061 1.46171070537971 814 "bus"
1.06962669108207 1.570496399184 317 "bus"
1.15233365695688 1.71300505068693 502 "bus"
1.8313480963526 1.86531109067753 931 "bus"
0.957912860612508 1.71141156140931 858 "bus"
1.17752428240956 1.5508958394822 838 "bus"
0.643897241701556 2.43380737899972 1246 "bus"
0.750362136676222 1.43283165696523 688 "bus"
0.850071149153838 2.37630235498841 643 "bus"
1.82580150822341 1.24059820019878 599 "bus"
1.85934272075189 1.75064717166275 699 "bus"
1.40840383513761 2.25289087050279 707 "bus"
0.885039229752822 1.81934787907978 987 "bus"
1.17070743162339 1.0939640481535 1030 "bus"
1.39691770789451 1.96830305842743 810 "bus"
1.36598671555628 1.33967212502575 966 "bus"
1.22454619550309 2.77007106923505 1025 "bus"
0.541349543002331 2.39488800404152 613 "bus"
1.59322292372452 1.68250077596621 708 "bus"
0.776526980638389 1.1149039271847 1300 "bus"
1.76721232715727 1.17124514211843 1030 "bus"
1.15437821453014 2.39289968691278 1237 "bus"
1.45195056056576 2.52447102397919 990 "bus"
1.15608618799567 1.96963562101274 831 "bus"
1.43778501832005 1.62530028722618 987 "bus"
1.37888982474903 1.58862203571683 875 "bus"
1.85810642098939 1.85352262446909 230 "bus"
1.07019572046257 1.4400511368643 1111 "bus"
1.02847927428192 2.15513668679866 1138 "bus"
2.26587114345198 2.24195338770203 949 "bus"
1.76746966552285 1.25643399346969 1361 "bus"
1.27445098042235 1.67720527514698 946 "bus"
1.44664399811626 2.35102454212379 1047 "bus"
1.31141702713814 1.57878563993478 518 "bus"
0.864740610039641 2.5443350859221 860 "bus"
1.04121115464547 2.07435783660771 527 "bus"
1.27884990028279 2.10236729944752 537 "bus"
1.10124120865287 1.76903448596532 1042 "bus"
1.45408415358521 1.11987956455158 583 "bus"
1.2716072183308 2.40327196881899 1077 "bus"
1.20274293468392 1.84401833174512 854 "bus"
1.20470789993906 1.55124209503576 752 "bus"
1.00464465101814 1.99112064338839 1182 "bus"
1.4856620311664 1.42081046880063 824 "bus"
1.22594134934782 1.97961090612546 1236 "bus"
1.36337974740112 1.5468919050392 983 "bus"
1.69919111489198 1.74276140257422 883 "bus"
1.51581435895895 2.56002301645817 770 "bus"
1.07450076725008 1.53889522143689 858 "bus"
1.14130336626225 1.82769663942452 1009 "bus"
1.55555573857928 1.59838630725602 955 "bus"
1.54444116808877 1.55815903481424 996 "bus"
0.9492279004028 2.05567629895792 719 "bus"
1.06587095786302 2.01005739615026 820 "bus"
0.918393040875136 2.05140833002684 742 "bus"
0.685717719842767 1.96298673226833 606 "bus"
1.53013302059097 2.0539436792368 1007 "bus"
1.49539993446088 1.6772120164144 1125 "bus"
1.79143660922155 2.15416374814559 1260 "bus"
0.793562058303215 1.98355257690853 1050 "bus"
2.16952501806065 1.51178336815102 892 "bus"
1.70822840389812 1.8685612812743 571 "bus"
0.995940103011475 1.69381052357967 843 "bus"
1.02939287167581 2.02326133312262 768 "bus"
2.27123279037706 1.24792635005549 763 "bus"
1.49966096891914 2.06089389085394 519 "bus"
1.14117208781078 1.35239411345294 1477 "bus"
0.679408975447878 2.06701166750846 851 "bus"
1.6338379181064 1.87741846566244 1041 "bus"
1.90214774365015 1.20200544883992 798 "bus"
0.53188053099521 2.07030727508138 842 "bus"
1.46064794481364 1.86704442094441 729 "bus"
1.56278768024408 1.26714809445488 431 "bus"
1.46378311535034 2.2856142831004 1193 "bus"
1.61054146832007 1.20464765599292 810 "bus"
1.79838932035669 1.25038017867689 1054 "bus"
1.10427591916511 1.64330544151592 606 "bus"
1.37850720303757 1.81723197331441 783 "bus"
1.44893554853908 1.79944408580758 504 "bus"
1.04024837688293 2.03556316753584 571 "bus"
1.81254486662305 1.66387492627228 886 "bus"
1.80313601942864 1.52032558373934 736 "bus"
1.96854293258319 1.95052074621313 280 "bus"
1.57031958859699 1.38300298295727 541 "bus"
1.83397771941394 1.65488343633521 420 "bus"
1.19292583093752 1.68721738723102 323 "bus"
1.26930679848351 1.61663683660366 809 "bus"
1.2700609341565 1.57489997806225 571 "bus"
1.26776234093401 1.60345649977627 1173 "bus"
1.79290914498147 1.31594912500529 880 "bus"
1.40535291188941 1.73143360949688 840 "bus"
1.12407874260319 1.55789427574713 1033 "bus"
1.59200955947356 1.42884099130973 581 "bus"
1.5039107176355 1.52216837834478 354 "bus"
0.967508236716751 2.0953806025489 804 "bus"
0.945408808544268 1.93600516872112 1225 "bus"
1.34826897183356 1.48474851598357 826 "bus"
1.57396285853251 1.95090479924591 594 "bus"
1.58674050503578 1.57542145028625 770 "bus"
0.909992768174937 1.61670467532066 361 "bus"
1.07432733246786 2.35322155476266 1039 "bus"
1.23773948785436 1.87612754055872 640 "bus"
2.01737730255911 1.57817532972044 634 "bus"
1.51525818829642 1.95709284244609 772 "bus"
1.25667745590885 2.24934592902043 842 "bus"
1.33153115022675 1.23079128840663 555 "bus"
1.41499159435711 1.30540229255508 943 "bus"
2.04015301308522 1.35605297549646 595 "bus"
1.1370855970083 2.063143001331 1230 "bus"
1.22041538724307 1.9649367443498 819 "bus"
1.58101921220391 1.9661535738871 965 "bus"
1.68949536953755 1.24877227802958 1035 "bus"
1.21723356755724 1.87706425559371 781 "bus"
1.55601876329033 1.69830537189875 1037 "bus"
1.22608072411528 1.7904462248492 982 "bus"
1.14441734606248 2.27270247810526 1594 "bus"
1.4175542067987 1.88532359116583 1434 "bus"
1.58394149254154 1.98911763762307 453 "bus"
1.07819678626134 2.12251280213379 724 "bus"
